BPCOD,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_9,BP1_11,BP1_34
9,7,9,17,2,2,1,5,200
5,11,9,17,2,1,3,8,2000
2,5,9,17,2,1,NA,NA,1000
2,4,9,17,4,1,NA,NA,2500
2,9,9,17,4,1,NA,NA,5000
5,5,9,17,2,5,2,4,2000
5,6,9,17,3,5,1,9,12000
3,8,9,17,9,2,NA,NA,300
13,6,9,17,3,1,4,5,0
2,99,9,17,3,1,NA,NA,16000
5,6,9,17,3,1,1,4,3000
9,8,9,17,2,3,1,4,NA
5,4,9,17,2,6,2,3,200
2,12,9,17,4,2,NA,NA,900
13,6,9,17,1,6,1,5,0
5,6,9,17,3,1,1,4,0
5,11,9,17,2,6,4,4,9999999
6,9,9,17,2,1,NA,NA,6000
2,8,9,17,4,1,NA,NA,5000
5,5,9,17,2,1,3,3,25000
2,99,9,17,9,1,NA,NA,5000
8,5,9,17,2,2,NA,NA,1000
2,6,9,17,2,1,NA,NA,50000
8,11,9,11,1,4,NA,NA,400
2,11,9,11,2,1,NA,NA,1500
10,9,9,11,2,2,1,4,NA
2,4,9,11,2,1,NA,NA,1000
2,9,9,11,1,1,NA,NA,1000
9,8,9,11,1,2,2,9,NA
1,99,9,11,3,1,NA,NA,7000
2,9,9,11,2,1,NA,NA,28000
5,99,9,11,2,1,4,3,2300
5,3,9,11,2,6,2,9,800
7,7,9,11,2,2,NA,NA,1500
9,12,9,11,1,2,1,5,0
2,7,9,11,4,1,NA,NA,2000
5,7,9,11,2,6,3,3,3000
3,2,9,11,3,2,NA,NA,NA
10,2,9,11,1,2,1,4,0
7,5,9,11,2,2,NA,NA,NA
5,12,9,11,3,1,2,4,3000
8,12,9,11,2,2,NA,NA,2500
3,3,9,11,9,2,NA,NA,NA
2,3,9,11,4,1,NA,NA,2000
3,1,9,11,4,2,NA,NA,300
2,11,9,11,1,1,NA,NA,500
8,6,9,11,1,2,NA,NA,700
5,7,9,11,3,1,2,3,0
8,2,9,11,2,2,NA,NA,500
2,7,9,11,1,1,NA,NA,6000
2,8,9,11,2,1,NA,NA,1200
4,12,9,11,4,2,1,5,NA
5,11,9,11,2,1,2,9,12000
9,4,9,11,2,2,1,5,0
2,8,9,11,4,2,NA,NA,2400
5,6,9,11,3,1,2,3,12000
9,6,9,11,1,3,1,9,NA
2,2,9,11,4,2,NA,NA,500
5,2,9,11,1,1,1,4,700
5,11,9,11,1,1,9,9,200
5,2,9,11,1,1,1,4,13000
3,6,9,11,4,2,NA,NA,300
7,12,9,11,3,3,NA,NA,1000
10,7,9,11,3,1,1,4,0
9,9,9,11,1,2,1,3,0
2,8,9,11,3,1,NA,NA,2000
10,12,9,11,2,1,2,4,NA
7,12,9,11,2,2,NA,NA,NA
7,4,9,11,2,4,NA,NA,0
10,12,9,11,4,1,1,4,NA
4,7,9,11,4,2,9,9,3000
9,10,9,11,1,2,1,9,0
5,11,9,11,1,6,2,5,3500
2,3,9,11,4,2,NA,NA,1000
3,11,9,11,4,2,NA,NA,300
5,12,9,11,3,6,4,4,7400
7,9,9,11,3,2,NA,NA,NA
4,3,9,11,4,2,NA,NA,500
1,4,9,11,3,1,NA,NA,20000
2,11,9,11,4,1,NA,NA,800
3,7,9,11,1,2,NA,NA,NA
5,11,9,11,4,6,3,2,1000
2,1,9,11,3,1,NA,NA,1500
9,6,9,11,2,2,1,9,NA
2,3,9,11,4,1,NA,NA,1500
10,10,9,11,3,2,3,5,0
2,6,9,11,3,1,NA,NA,25000
5,5,9,11,4,1,2,5,3000
5,5,9,11,4,6,2,3,NA
7,1,9,11,3,4,NA,NA,NA
5,9,9,11,2,6,2,4,15000
7,12,9,11,2,2,NA,NA,NA
3,9,9,11,4,2,NA,NA,100
5,1,9,11,2,1,9,9,3400
13,11,9,11,2,6,1,9,0
10,99,9,11,2,2,2,9,0
9,12,9,11,2,2,1,9,NA
1,99,9,11,3,1,NA,NA,3000
11,10,9,11,2,5,2,5,9999999
4,6,9,11,4,2,2,9,3000
9,6,9,11,1,2,2,9,NA
5,8,9,11,3,1,2,3,200
8,1,9,11,9,2,NA,NA,300
5,9,9,11,1,1,1,3,9999999
3,2,9,11,1,2,NA,NA,300
11,10,9,11,3,1,6,5,NA
5,12,9,11,1,6,1,3,5300
9,99,9,11,2,2,2,9,0
10,11,9,11,2,2,2,3,9999999
11,6,9,11,3,2,1,4,35000
5,2,9,11,1,6,2,3,100
3,6,9,11,4,2,NA,NA,1000
3,1,9,11,4,3,NA,NA,150
2,9,9,11,3,1,NA,NA,3000
1,11,9,11,2,1,NA,NA,200000
7,12,9,11,1,3,NA,NA,500
5,10,9,11,1,1,2,4,9000
8,9,9,11,2,4,NA,NA,25000
7,11,9,11,1,2,NA,NA,60
5,11,9,11,1,6,2,3,9000
9,99,9,11,2,2,1,9,NA
3,12,9,11,4,2,NA,NA,NA
10,10,9,11,2,5,2,4,9999999
9,2,9,11,2,3,1,9,33000
6,10,9,11,1,4,NA,NA,3000
6,5,9,11,2,2,NA,NA,1200
3,1,9,11,3,2,NA,NA,1500
5,5,9,11,4,6,3,4,200
8,1,9,11,9,2,NA,NA,1200
3,11,9,11,3,2,NA,NA,200
2,11,9,11,4,1,NA,NA,40000
5,99,9,11,2,5,2,4,6000
8,9,9,11,3,1,NA,NA,7000
7,10,9,11,9,9,NA,NA,6000
8,1,9,11,2,2,NA,NA,NA
5,6,9,11,3,6,5,3,NA
13,8,9,11,3,6,1,5,0
2,9,9,11,3,1,NA,NA,8000
7,5,9,11,1,2,NA,NA,18000
2,6,21,41,2,1,NA,NA,7000
8,12,21,41,2,8,NA,NA,2500
9,12,21,41,3,2,1,5,9000
5,10,21,41,1,6,3,8,7000
13,6,21,41,2,6,1,5,0
3,10,21,41,4,2,NA,NA,1000
1,6,21,41,3,1,3,4,180000
5,10,21,41,1,6,4,8,4000
1,3,21,41,3,1,NA,NA,17000
2,8,21,41,2,5,NA,NA,10000
5,4,21,41,1,6,2,4,4500
4,5,21,41,4,2,NA,NA,10000
5,11,21,41,2,6,4,8,5000
10,12,21,41,2,2,2,4,2000
4,5,21,41,2,2,NA,NA,800
8,9,21,41,2,4,NA,NA,1200
8,4,21,41,2,8,NA,NA,250
2,6,21,41,3,1,NA,NA,900
8,1,21,41,2,2,NA,NA,700
4,11,21,41,4,2,NA,NA,10000
10,10,21,41,2,5,2,8,0
5,6,21,41,3,6,5,8,5000
9,12,21,41,2,2,1,9,0
2,6,21,41,2,5,NA,NA,6000
3,12,21,41,4,2,NA,NA,1500
2,5,21,41,2,1,NA,NA,3000
5,12,21,41,3,6,3,8,2000
8,12,21,41,2,8,NA,NA,6000
7,2,21,41,2,8,NA,NA,80
3,6,21,41,4,2,NA,NA,2000
9,10,21,41,2,2,1,4,NA
3,2,21,41,4,2,NA,NA,1200
3,2,21,41,4,2,NA,NA,1000
3,10,21,41,4,2,NA,NA,1000
5,12,21,41,2,1,1,4,4000
5,1,21,41,2,1,1,4,300
10,4,21,41,1,3,1,6,10000
5,7,9,13,2,1,3,3,11000
2,5,9,13,2,1,NA,NA,9999999
3,3,9,13,1,1,NA,NA,3000
9,7,9,13,1,2,NA,NA,1000
9,9,9,13,1,2,NA,NA,NA
3,12,9,13,4,2,NA,NA,1200
8,9,9,13,3,2,NA,NA,500
2,3,9,13,3,1,NA,NA,1000
4,6,9,13,4,2,NA,NA,3000
2,6,9,13,3,1,NA,NA,4000
11,11,9,13,3,1,1,5,0
8,1,9,13,2,8,NA,NA,800
5,7,9,13,3,1,4,4,6000
13,3,9,13,2,6,1,5,0
9,12,9,13,3,2,1,9,NA
2,3,9,13,3,1,NA,NA,5000
2,4,9,13,4,1,NA,NA,2700
2,11,9,13,3,1,NA,NA,17000
10,7,9,13,2,1,4,8,8000
2,6,9,13,3,1,NA,NA,12000
6,1,9,13,3,1,NA,NA,18000
7,2,9,13,4,2,NA,NA,16000
6,11,9,13,1,1,NA,NA,600
4,3,9,13,4,2,NA,NA,2000
11,6,9,13,2,2,1,5,1000
9,3,9,13,1,2,NA,NA,NA
2,10,9,13,3,1,NA,NA,12000
5,3,9,13,2,1,2,3,5000
10,11,9,13,2,1,1,6,0
13,9,9,13,1,3,2,5,6000
5,11,9,13,3,1,2,8,5000
1,6,9,13,2,1,2,5,10000
3,1,9,13,3,2,NA,NA,3000
5,12,9,13,2,1,3,8,21000
5,3,9,13,3,1,2,3,1000
1,3,9,13,2,3,NA,NA,3000
9,6,9,13,2,2,1,4,NA
2,3,9,13,3,1,NA,NA,12000
4,6,9,13,4,2,NA,NA,5000
10,2,9,13,3,2,1,4,NA
3,4,9,13,4,1,NA,NA,2000
9,2,9,13,1,2,1,4,0
10,11,9,13,1,4,1,6,2000
2,1,9,13,4,1,NA,NA,2000
5,5,9,13,1,1,1,4,9000
9,2,9,13,1,3,1,4,NA
10,12,9,13,2,1,1,3,NA
10,5,9,13,2,2,2,8,0
11,12,9,13,2,2,2,8,500
5,6,9,13,3,1,1,4,4000
2,11,9,13,1,1,NA,NA,600
3,2,9,13,4,2,NA,NA,2000
8,7,9,13,2,2,NA,NA,300
7,11,9,13,2,1,NA,NA,20000
5,4,9,13,3,1,1,5,4000
3,6,9,13,3,2,NA,NA,500
2,2,9,13,3,1,NA,NA,5000
5,1,9,13,3,6,4,8,7000
5,6,9,13,1,1,2,9,7000
4,10,9,13,4,2,1,5,1000
5,12,9,13,3,1,3,4,15000
11,5,9,13,1,2,3,8,500
9,10,9,13,3,2,NA,NA,NA
5,2,9,13,2,1,2,4,3000
2,12,9,13,4,1,NA,NA,7000
10,1,9,13,3,2,1,4,0
10,7,9,13,2,1,2,5,NA
3,6,9,13,3,2,NA,NA,500
10,12,9,13,3,1,1,4,0
7,6,9,13,2,3,NA,NA,5000
15,6,9,13,3,1,4,5,5000
9,3,9,13,3,2,NA,NA,NA
9,5,9,13,3,2,1,4,80000
5,8,9,13,3,1,2,2,5000
13,5,9,13,2,1,3,3,0
5,10,9,13,2,6,5,4,5500
4,8,9,13,4,2,1,3,NA
2,9,9,13,2,1,NA,NA,16000
9,6,9,13,1,2,NA,NA,NA
6,1,9,13,2,6,1,5,8000
9,12,9,13,2,2,1,4,NA
8,6,9,13,3,2,NA,NA,80000
3,3,9,13,3,2,NA,NA,1000
8,7,9,13,2,2,NA,NA,500
1,3,15,81,2,1,NA,NA,40000
5,7,15,81,1,1,1,4,4000
2,1,15,81,1,1,NA,NA,8000
5,4,15,81,2,6,3,8,600
5,6,15,81,2,1,2,3,500
5,5,15,81,3,6,2,4,300
5,6,15,81,1,1,3,6,5000
3,4,15,81,9,2,NA,NA,NA
4,11,15,81,9,2,NA,NA,100000
3,9,15,81,9,2,NA,NA,500
2,4,15,81,2,5,NA,NA,5000
8,2,15,81,2,2,NA,NA,24000
1,5,15,81,3,1,2,9,120000
5,3,15,81,2,6,2,8,3500
13,3,15,81,1,2,1,4,15000
7,10,15,81,1,3,NA,NA,NA
5,7,15,81,1,6,4,8,3000
5,8,15,81,1,6,2,8,3000
8,9,15,81,2,5,NA,NA,10000
3,5,15,81,9,2,NA,NA,NA
9,99,15,81,2,3,NA,NA,NA
2,3,15,81,3,1,NA,NA,1000
4,12,15,81,3,2,3,5,10000
5,4,15,81,2,5,1,4,2000
9,2,15,81,9,3,NA,NA,NA
10,5,15,81,3,2,1,6,NA
5,2,15,81,2,1,1,4,5000
2,99,15,81,2,4,NA,NA,8000
10,5,15,81,2,2,1,4,NA
5,99,15,81,1,6,2,4,600
4,6,15,81,9,2,NA,NA,5000
5,1,15,81,1,6,3,3,200
9,99,15,81,1,3,1,5,NA
13,9,15,81,2,1,1,4,0
9,12,9,4,1,2,NA,NA,0
9,10,9,4,2,2,NA,NA,0
7,1,9,4,2,3,NA,NA,0
9,7,9,4,1,2,1,9,NA
9,4,9,4,1,2,NA,NA,NA
9,8,9,4,2,2,NA,NA,0
9,7,9,4,2,2,NA,NA,0
8,1,9,4,2,1,NA,NA,600
8,12,9,4,2,2,NA,NA,1800
9,10,9,4,2,2,NA,NA,0
2,9,9,4,4,1,NA,NA,7000
5,7,9,4,3,1,1,3,100
9,3,9,4,1,2,NA,NA,0
8,12,9,4,2,2,NA,NA,800
5,11,9,4,2,1,2,5,4000
13,10,9,4,1,6,1,6,0
3,8,9,4,4,2,NA,NA,1500
3,3,9,4,3,2,NA,NA,500
3,7,9,4,4,2,NA,NA,400
7,12,9,4,2,2,NA,NA,1200
9,4,9,4,2,2,NA,NA,0
11,11,9,4,3,2,1,5,0
7,2,9,4,3,2,NA,NA,0
9,12,9,4,2,2,NA,NA,0
8,3,9,4,1,4,NA,NA,12000
7,8,9,4,2,2,NA,NA,2000
3,10,9,4,3,1,NA,NA,0
11,12,9,4,2,1,3,5,2000
13,8,9,4,2,6,1,5,0
8,12,9,4,3,1,NA,NA,1600
3,6,9,4,3,2,NA,NA,400
8,11,9,4,1,2,NA,NA,5000
11,12,9,4,3,1,3,3,0
2,5,9,4,3,1,NA,NA,7000
3,12,9,4,4,2,NA,NA,1000
10,2,9,4,2,1,1,3,0
2,12,9,4,3,1,NA,NA,9999999
3,12,9,4,2,1,NA,NA,9999999
7,11,9,4,1,2,NA,NA,550
10,11,9,4,3,2,1,5,0
8,11,9,4,2,2,NA,NA,400
7,11,9,4,2,2,NA,NA,800
11,3,9,4,1,2,6,8,20000
4,12,9,4,4,2,2,4,9999999
2,11,9,4,3,1,NA,NA,5000
11,10,9,4,1,1,3,5,1000
7,6,9,4,2,1,NA,NA,0
3,2,9,4,2,1,NA,NA,500
7,6,9,4,9,8,NA,NA,9999999
9,9,9,4,1,3,NA,NA,NA
11,7,9,4,2,1,1,4,10000
7,9,9,4,2,2,NA,NA,450
4,11,9,4,2,2,NA,NA,1000
8,7,9,4,3,2,NA,NA,250
2,12,9,4,4,1,NA,NA,2500
8,9,9,4,2,2,NA,NA,1200
3,5,9,4,4,2,NA,NA,300
9,99,9,4,3,2,9,5,0
8,3,9,4,1,2,NA,NA,400
3,2,9,4,4,2,NA,NA,1500
8,12,9,4,1,3,NA,NA,4000
3,6,9,4,4,2,NA,NA,NA
5,11,9,4,3,1,1,4,11000
7,12,9,4,2,2,NA,NA,0
8,7,9,4,2,2,NA,NA,800
8,12,9,4,3,8,NA,NA,3000
2,6,9,4,4,1,NA,NA,200
1,12,9,4,9,1,NA,NA,130000
8,3,9,4,9,9,NA,NA,800
10,12,9,4,2,2,5,8,NA
2,12,9,4,4,1,NA,NA,500
3,10,9,4,4,2,NA,NA,NA
2,1,9,4,2,1,NA,NA,5000
9,1,9,4,1,2,NA,NA,0
7,7,9,4,1,4,NA,NA,0
3,1,9,4,3,1,NA,NA,0
7,9,9,4,3,1,NA,NA,6000
8,5,9,4,2,2,NA,NA,800
2,8,9,4,1,5,NA,NA,15000
7,10,9,4,2,1,NA,NA,3800
8,4,9,4,2,2,NA,NA,1300
8,12,9,4,2,2,NA,NA,1200
7,7,9,4,2,2,NA,NA,3000
13,11,9,4,3,2,1,5,0
3,5,9,4,4,1,NA,NA,1500
2,5,9,4,4,1,NA,NA,1500
7,7,9,4,2,2,NA,NA,7000
5,12,9,4,3,1,2,3,15000
7,8,9,4,3,2,NA,NA,560
7,1,9,4,2,3,NA,NA,6000
14,11,9,4,3,2,1,5,0
7,1,9,4,4,9,NA,NA,600
9,10,9,4,3,3,1,5,9999999
8,12,9,4,3,2,NA,NA,1000
2,9,9,4,2,1,NA,NA,1500
3,4,9,4,4,1,NA,NA,150
8,9,9,4,1,2,NA,NA,600
3,4,9,4,2,2,NA,NA,100
7,11,9,4,2,2,NA,NA,6000
9,99,9,4,2,2,NA,NA,NA
3,12,9,4,4,2,NA,NA,1500
7,3,9,4,3,3,NA,NA,4000
9,4,9,4,1,2,NA,NA,0
1,3,9,4,1,1,3,5,50000
3,9,9,4,2,1,NA,NA,9999999
7,3,9,4,3,2,NA,NA,18000
9,99,9,4,2,1,9,9,0
3,9,9,4,4,2,NA,NA,NA
10,11,9,4,1,3,3,8,0
9,99,9,4,2,2,NA,NA,NA
7,2,9,4,1,2,NA,NA,500
2,99,9,4,2,5,NA,NA,9999999
2,10,9,4,4,1,NA,NA,1500
9,3,9,4,2,3,1,5,0
2,6,9,4,4,1,NA,NA,15000
4,9,9,4,3,2,NA,NA,0
3,99,9,4,4,2,NA,NA,0
2,2,9,4,2,1,NA,NA,350
4,7,9,4,1,2,1,6,9999999
10,11,9,4,3,1,1,3,0
7,3,9,4,1,2,NA,NA,5800
1,10,9,4,3,1,NA,NA,9999999
8,12,9,4,2,4,NA,NA,300
8,99,9,4,2,2,NA,NA,850
3,1,9,4,3,2,NA,NA,3000
8,99,9,4,1,2,NA,NA,500
7,3,9,4,9,3,NA,NA,500
2,9,9,4,4,1,NA,NA,1200
2,12,9,4,2,1,NA,NA,2000
2,8,9,4,4,1,NA,NA,3000
7,9,9,4,2,3,NA,NA,700
2,2,9,4,3,1,NA,NA,2000
4,3,9,8,4,2,NA,NA,5000
10,2,9,8,3,1,3,5,10000
11,12,9,8,3,1,6,4,15000
9,6,9,8,2,2,1,5,0
9,5,9,8,1,2,2,4,8000
4,10,9,8,2,2,NA,NA,0
9,4,9,8,1,2,1,9,0
8,9,9,8,2,2,NA,NA,4000
2,9,9,8,4,1,NA,NA,5000
7,12,9,8,4,2,NA,NA,21000
2,9,9,8,2,4,NA,NA,15000
13,4,9,8,2,4,1,6,0
2,9,9,8,4,8,NA,NA,5000
3,6,9,8,3,2,NA,NA,NA
11,5,9,8,2,6,1,5,0
9,11,9,8,2,8,1,9,10000
7,6,9,8,2,4,NA,NA,3000
4,10,9,8,3,2,NA,NA,2000
2,12,9,8,4,1,NA,NA,1500
13,9,9,8,1,6,1,6,0
7,6,9,8,1,4,NA,NA,10000
3,10,9,8,3,2,NA,NA,NA
2,5,9,8,3,1,NA,NA,5000
3,3,9,8,3,2,NA,NA,500
3,5,9,8,4,2,NA,NA,400
8,3,9,8,3,5,NA,NA,2000
3,11,9,8,4,2,NA,NA,300
9,10,9,8,1,2,1,6,0
3,3,9,8,4,2,NA,NA,200
11,10,9,8,2,2,4,8,0
3,2,9,8,3,2,NA,NA,1000
3,1,9,8,4,2,NA,NA,1000
3,12,9,8,4,2,NA,NA,2000
10,10,9,8,2,1,1,5,4000
8,2,9,8,2,2,NA,NA,500
3,9,9,8,4,2,NA,NA,300
3,10,9,8,4,2,NA,NA,NA
9,9,9,8,2,2,1,5,NA
3,11,9,8,4,2,NA,NA,0
4,6,9,8,2,2,NA,NA,0
3,8,9,8,3,2,NA,NA,500
10,12,9,8,3,1,NA,NA,6000
7,6,9,8,1,2,NA,NA,11000
10,6,9,8,2,1,2,5,NA
13,10,9,8,3,2,2,5,0
4,5,9,8,3,2,NA,NA,6000
5,2,9,8,3,1,1,5,200
5,6,9,8,2,1,2,3,9000
4,2,9,8,9,2,NA,NA,10000
3,7,9,8,4,2,NA,NA,300
8,3,9,8,9,2,NA,NA,0
3,9,9,8,3,2,NA,NA,15000
2,11,9,8,4,1,NA,NA,5000
9,8,9,8,2,2,1,4,0
3,9,9,8,3,2,NA,NA,NA
10,9,9,8,3,1,3,5,NA
1,7,9,8,4,2,NA,NA,70000
10,10,9,8,1,1,1,6,0
10,3,9,8,3,1,4,4,NA
10,3,9,8,2,2,2,5,0
9,12,9,8,1,2,1,3,NA
10,10,9,8,2,1,2,4,0
5,11,9,8,2,5,1,4,4000
3,12,9,8,3,2,NA,NA,400
2,4,9,8,3,1,NA,NA,3500
7,11,9,8,2,2,NA,NA,10000
3,9,9,8,3,2,NA,NA,NA
2,8,9,8,3,1,NA,NA,2000
3,5,9,8,4,2,NA,NA,180
3,2,9,8,3,2,NA,NA,400
3,3,9,8,4,2,NA,NA,1000
8,5,9,8,2,4,NA,NA,300
3,99,9,8,4,2,NA,NA,0
3,6,9,8,4,2,NA,NA,2000
7,3,9,8,2,4,NA,NA,600
7,12,9,8,1,4,NA,NA,20000
10,11,15,106,3,1,1,6,NA
5,10,15,106,2,1,4,4,3000
10,10,15,106,3,1,1,6,NA
9,5,15,106,2,2,NA,NA,NA
5,10,15,106,2,6,2,9,1500
6,3,15,106,2,5,NA,NA,6000
5,11,15,106,3,1,2,3,0
6,11,15,106,2,1,NA,NA,200
5,4,15,106,3,1,2,5,35000
11,11,15,106,2,2,1,6,0
5,4,15,106,2,1,2,3,0
5,8,15,106,2,5,6,4,3500
9,7,15,106,1,5,NA,NA,30000
8,10,15,106,3,2,NA,NA,300
3,10,15,106,3,2,NA,NA,300
13,12,15,106,3,4,1,3,0
9,10,15,106,1,2,NA,NA,NA
5,8,15,106,2,1,2,4,4000
7,12,15,106,3,2,NA,NA,NA
5,5,15,106,3,1,1,5,300
5,9,15,106,3,1,2,4,6000
8,1,15,106,1,4,NA,NA,500000
7,10,15,106,2,2,NA,NA,1500
9,8,15,106,1,1,NA,NA,0
13,11,15,106,2,1,1,6,0
9,8,15,106,2,1,1,9,NA
6,5,15,106,2,2,NA,NA,10000
2,12,15,106,2,1,NA,NA,15000
7,7,15,106,2,2,NA,NA,7000
9,2,15,106,2,4,1,5,0
7,7,15,106,2,2,NA,NA,NA
9,5,15,106,1,2,NA,NA,NA
2,12,15,106,3,1,2,4,10000
2,7,15,106,4,1,NA,NA,2000
10,8,15,106,2,1,1,4,NA
13,10,15,106,3,6,1,5,0
13,10,15,106,1,6,1,3,0
13,6,15,106,3,1,1,3,0
13,11,15,106,2,1,2,4,0
13,5,15,106,2,1,3,4,0
5,6,15,106,3,1,2,3,15000
6,2,15,106,2,1,NA,NA,5000
3,7,15,106,3,2,NA,NA,1000
2,1,15,106,3,1,NA,NA,15000
3,11,15,106,3,2,NA,NA,600
3,1,15,106,1,2,NA,NA,900
8,5,15,106,2,2,NA,NA,1200
3,10,15,106,3,2,NA,NA,500
2,7,15,106,3,1,NA,NA,4000
7,12,15,106,1,2,NA,NA,NA
13,11,15,106,2,5,2,3,0
4,11,15,106,3,2,NA,NA,3000
2,12,15,106,1,1,NA,NA,4500
5,8,15,106,2,5,2,8,8000
1,3,15,106,1,1,NA,NA,NA
5,9,15,106,1,1,1,4,500
13,10,15,106,3,5,1,3,0
9,4,15,106,2,2,1,5,NA
10,1,15,106,2,1,1,3,0
9,11,15,106,2,3,1,9,NA
1,11,15,106,2,1,NA,NA,100000
7,3,15,106,2,4,NA,NA,100
13,7,15,106,3,1,1,4,0
11,1,15,106,2,2,3,8,0
7,11,15,106,2,4,NA,NA,500
5,12,15,106,3,1,3,8,3000
7,7,15,106,9,8,NA,NA,0
5,4,15,106,3,1,2,5,3000
2,2,15,106,3,1,NA,NA,9000
7,10,15,106,3,2,NA,NA,25000
3,5,15,106,4,2,NA,NA,200
10,12,15,106,2,1,4,8,60000
2,11,15,106,3,1,4,4,3500
6,12,15,106,2,5,6,8,NA
8,8,15,106,2,2,NA,NA,2000
6,8,15,106,2,1,NA,NA,500
5,1,15,106,3,5,2,4,8000
7,1,15,106,3,1,NA,NA,10000
2,3,15,106,2,1,NA,NA,4000
3,6,15,106,4,2,NA,NA,NA
2,11,15,106,3,1,2,9,12000
5,8,15,106,2,1,6,3,3500
7,9,15,106,3,2,NA,NA,5000
3,10,15,106,4,2,NA,NA,200
2,2,15,106,4,1,NA,NA,30000
5,5,15,106,2,6,2,4,3000
8,9,15,106,1,8,NA,NA,NA
7,7,15,106,1,4,NA,NA,500
5,3,15,106,1,1,2,4,200
2,5,15,106,4,1,NA,NA,2500
3,2,15,106,1,2,NA,NA,140
7,12,15,106,2,4,NA,NA,200
5,9,15,106,2,6,2,8,4000
6,3,15,106,1,1,NA,NA,4500
2,9,15,106,2,1,NA,NA,2500
4,11,15,106,1,2,NA,NA,NA
11,6,15,106,2,5,1,4,0
5,6,15,106,3,1,3,4,0
11,11,15,106,1,2,1,4,0
6,3,15,106,3,2,NA,NA,1000
5,9,15,106,2,1,4,8,200
3,1,15,106,4,2,NA,NA,1000
3,8,15,106,3,2,NA,NA,400
5,7,15,106,2,6,1,9,200
5,2,15,106,1,1,2,9,8000
7,6,15,106,3,9,NA,NA,NA
2,11,15,106,2,5,NA,NA,6000
1,2,15,106,1,1,2,4,50000
5,6,15,106,2,1,2,4,10000
4,4,15,106,1,2,NA,NA,6000
8,7,15,106,2,2,NA,NA,20000
3,5,15,106,3,1,NA,NA,1000
1,2,15,106,2,1,NA,NA,160000
11,2,15,106,2,1,1,9,0
4,3,15,106,3,2,1,4,NA
7,11,15,106,1,2,NA,NA,15000
8,1,15,106,3,1,NA,NA,30000
2,10,15,106,4,1,NA,NA,2500
2,2,15,106,1,1,NA,NA,2000
9,3,15,106,3,2,1,4,NA
6,8,15,106,4,2,NA,NA,7000
1,12,15,106,3,1,3,8,0
10,8,15,106,1,2,1,5,NA
3,3,15,106,4,2,NA,NA,1500
3,10,15,106,1,2,NA,NA,NA
8,12,15,106,9,2,NA,NA,1000
2,12,15,106,3,2,NA,NA,3000
8,10,15,106,3,2,NA,NA,1200
9,11,15,106,2,2,2,5,500
5,5,15,106,2,1,2,5,5000
7,5,15,106,2,1,NA,NA,100
5,9,15,106,1,4,2,5,0
5,1,15,106,1,4,2,8,7000
11,11,15,106,2,1,6,4,0
5,12,15,106,2,5,6,8,NA
3,11,15,106,4,2,NA,NA,10000
9,6,15,106,2,1,1,9,NA
2,7,15,106,4,1,NA,NA,4000
3,7,15,106,3,2,NA,NA,500
5,11,15,106,2,5,2,4,15000
5,5,15,106,1,6,2,8,2400
4,6,15,106,9,2,NA,NA,5000
2,11,15,106,1,1,NA,NA,5000
4,4,15,106,1,2,NA,NA,50000
9,6,15,106,2,2,2,5,NA
2,2,15,106,1,1,NA,NA,2000
5,4,15,106,2,1,2,3,10000
1,1,15,106,2,1,NA,NA,60000
5,11,15,106,3,1,1,3,300
7,12,15,106,2,1,NA,NA,7000
5,4,15,106,1,5,5,8,800
5,2,15,106,1,6,3,8,200
9,2,15,106,1,3,1,9,NA
9,6,15,106,2,2,1,9,NA
9,5,15,106,2,2,1,4,NA
3,6,15,106,1,2,NA,NA,140
2,1,15,106,4,1,NA,NA,2500
11,5,15,106,2,1,2,3,0
8,8,15,106,9,2,NA,NA,NA
3,9,15,106,9,2,NA,NA,500
7,9,15,106,2,4,NA,NA,200
9,3,15,106,2,2,2,5,0
5,10,15,106,3,1,2,5,10000
10,6,15,106,2,2,1,5,NA
7,9,15,106,1,4,NA,NA,NA
4,7,15,106,2,2,NA,NA,3000
5,9,15,106,2,1,1,5,9000
2,10,15,106,3,1,NA,NA,6000
8,5,15,106,3,8,NA,NA,2000
7,12,15,106,2,4,NA,NA,200
2,1,15,106,4,1,NA,NA,1000
3,2,15,106,4,2,NA,NA,1000
2,11,15,106,2,1,NA,NA,1500
5,1,15,106,1,6,3,3,3150
10,3,15,106,2,1,1,3,NA
5,11,15,106,1,1,4,8,5000
5,11,15,106,2,1,1,3,6000
5,11,15,106,3,6,2,4,3500
10,3,15,106,1,1,2,5,5000
2,11,15,37,2,1,NA,NA,800
8,3,15,37,1,2,NA,NA,5000
5,5,15,37,3,1,2,3,3000
9,6,15,37,1,2,NA,NA,NA
5,7,15,37,3,6,4,4,9999999
5,3,15,37,3,1,5,2,25000
5,4,15,37,2,1,3,4,0
9,2,15,37,2,8,NA,NA,NA
13,6,15,37,2,8,1,7,0
10,3,15,37,3,1,5,3,17000
9,11,15,37,2,2,NA,NA,NA
1,5,15,37,4,1,NA,NA,75000
10,4,15,37,3,6,4,4,0
5,6,15,37,3,1,2,8,1000
9,7,15,37,2,2,NA,NA,NA
4,3,15,37,3,2,NA,NA,800
8,6,15,37,2,2,NA,NA,500
3,11,15,37,3,2,NA,NA,500
8,4,15,37,1,2,NA,NA,3000
8,5,15,37,1,2,NA,NA,0
3,11,15,37,3,2,NA,NA,NA
